1,1,-1,26,11,1,1,0,1.1977
1,1,-1,2,28,2,0,1,1.7071
1,1,-1,30,13,1,-1,0,2.0001
1,1,-1,24,11,1,0,0,1.5293
1,1,-1,6,23,2,1,1,1.0738
1,1,-1,2,9,1,0,0,0.90981
1,1,-1,4,27,2,1,1,1.0471
1,1,-1,23,16,1,0,0,1.3958
1,1,-1,2,15,1,0,0,1.1151
1,1,-1,25,3,1,1,1,1.0999
1,1,-1,16,15,2,1,0,1.5585
1,1,-1,23,5,1,1,1,1.0552
1,1,-1,22,3,1,1,1,0.70577
1,1,-1,4,16,2,1,1,1.0608
1,1,-1,11,19,2,0,0,0.99179
1,1,-1,8,25,2,1,1,0.47726
1,1,-1,9,17,2,0,0,1.0957
1,1,-1,23,16,1,0,0,0.67512
1,1,-1,18,3,1,1,1,0.59913
1,1,-1,9,27,2,0,0,1.1739
1,1,1,27,15,1,1,0,0.83708
1,1,2,7,9,2,1,1,1.1865
1,1,2,12,27,2,0,0,1.0418
1,1,2,18,5,1,1,1,1.5991
1,1,3,25,10,1,0,0,0.54975
1,1,1,2,17,2,1,1,1.0944
1,1,3,30,10,1,0,0,0.61779
1,1,2,1,11,1,0,0,0.87186
1,1,3,10,17,2,1,0,0.81999
1,1,1,20,11,1,0,0,0.72911
1,1,3,24,2,1,1,1,0.81111
1,1,1,30,14,1,0,0,0.6338
1,1,2,32,8,1,1,1,0.66114
1,1,1,31,13,1,0,0,0.70585
1,1,3,28,7,1,1,1,0.70845
1,1,1,26,15,1,0,0,0.46315
1,1,1,9,5,1,1,1,0.3638
1,1,3,19,3,1,1,1,0.45245
1,1,3,20,9,1,1,0,0.76922
1,1,2,3,8,1,1,1,0.51312
1,1,1,8,14,1,0,0,0.21116
1,1,3,31,8,1,1,1,0.56177
1,1,2,29,2,1,1,1,0.66641
1,1,3,13,8,1,1,1,0.55856
1,1,1,5,31,2,1,1,0.49509
1,1,3,19,4,1,1,1,0.64249
1,1,2,27,1,1,1,1,0.75188
1,1,1,21,11,1,0,0,0.38315
1,1,2,18,12,1,0,0,0.79844
1,1,1,22,6,1,1,1,0.51714
1,1,2,25,15,1,0,0,0.63109
1,1,3,16,14,1,0,0,0.86851
1,1,1,17,14,1,1,0,0.32845
1,1,3,21,13,1,0,0,0.69042
1,1,2,12,31,2,1,0,0.41377
1,1,3,18,10,1,0,0,0.51666
1,1,1,10,16,1,0,0,0.41448
1,1,3,7,8,1,1,1,0.62842
1,1,1,14,10,2,1,0,0.64182
1,1,2,6,29,2,1,1,0.51113
1,1,3,15,4,1,1,1,0.79376
1,1,2,20,10,1,0,0,0.40113
1,1,3,8,4,1,0,1,0.29593
1,1,1,14,17,2,0,0,0.57043
1,1,1,9,26,2,1,0,0.65048
1,1,1,30,8,1,0,1,0.99912
1,1,2,8,15,2,1,1,0.6858
1,1,2,17,8,1,1,1,0.82513
1,1,2,22,6,1,1,1,0.82314
1,1,3,2,29,2,1,1,0.7091
1,1,3,26,5,1,1,1,0.57576
1,1,2,22,12,1,1,0,0.4479
1,1,1,21,13,1,0,0,0.50912
1,1,3,29,6,1,1,1,0.44779
1,1,3,7,1,2,0,1,0.69243
1,1,2,16,29,2,0,0,0.38381
1,1,2,20,13,1,1,0,0.55909
1,1,2,6,8,2,1,1,0.59977
1,1,1,16,6,2,0,0,0.36712
1,1,3,17,1,1,1,1,0.43178
1,1,3,2,3,2,1,1,0.62911
1,1,1,27,12,1,1,0,0.51514
1,1,1,22,16,1,1,0,0.27711
1,1,2,26,7,1,1,1,0.72914
1,1,3,3,5,1,1,1,0.37046
1,1,2,27,1,1,1,1,0.18646
1,1,2,17,11,1,0,0,0.52179
1,1,2,10,14,1,0,0,0.37979
1,1,3,6,4,1,1,1,0.65177
1,1,1,16,11,2,0,0,0.6005
1,1,3,2,24,2,1,1,0.90309
1,1,1,14,18,2,1,0,0.38578
1,1,3,14,32,2,0,0,0.089149
1,1,1,23,9,1,0,0,0.50045
1,1,3,22,3,1,1,1,0.30315
1,1,3,6,2,2,1,1,0.60179
1,1,3,22,6,1,1,1,0.40046
1,1,2,32,14,1,0,0,0.33511
1,1,2,13,7,1,1,1,0.48848
1,1,2,4,19,2,1,1,0.56379
1,1,1,13,19,2,0,0,0.17181
1,1,1,10,20,2,0,0,0.48375
1,1,1,27,12,1,1,0,0.29514
1,1,2,19,15,1,1,0,0.7704
1,1,3,27,10,1,1,0,0.57842
1,1,1,14,11,1,1,0,0.33866
1,1,1,14,4,2,0,0,0.37981
1,1,2,23,11,1,1,0,0.39576
1,1,1,3,11,2,1,1,0.61907
1,1,2,14,27,2,0,0,0.28113
1,1,3,31,6,1,1,1,0.41257
1,1,1,20,7,1,1,1,0.51511
1,1,1,9,5,1,0,1,0.74176
1,1,2,17,15,1,1,0,0.30312
1,1,2,31,16,1,1,0,0.3059
1,1,1,22,11,1,0,0,0.31645
1,1,3,3,9,1,0,0,0.42247
1,1,3,28,13,1,1,0,0.32445
1,1,3,1,20,2,1,1,0.49442
1,1,2,30,8,1,0,1,0.60177
1,1,2,15,25,2,1,0,0.76843
1,1,1,26,1,1,1,1,0.96844
1,1,1,24,3,1,1,1,0.45643
1,1,2,20,12,1,1,0,0.64512
1,1,1,30,13,1,1,0,0.4418
1,1,1,10,3,2,0,0,0.41512
1,1,3,18,11,1,0,0,0.87722
1,1,2,22,16,1,0,0,0.44123
1,1,1,23,2,1,1,1,0.014521
1,1,2,15,22,2,1,0,0.37321
1,1,3,12,22,2,1,0,0.77309
1,1,2,27,5,1,0,1,0.74909
1,1,2,19,14,1,0,0,0.19869
1,1,1,11,4,2,1,0,0.49311
1,1,2,16,21,2,0,0,0.45578
1,1,2,21,12,1,1,0,0.51657
1,1,2,32,2,1,0,1,0.42245
1,1,1,3,13,1,0,0,0.12452
1,1,2,25,13,1,1,0,0.53448
1,1,3,32,3,1,1,1,0.12782
1,1,3,4,17,2,1,1,0.38577
1,1,2,28,7,1,1,1,0.27313
1,1,3,24,6,1,1,1,0.63728
1,1,1,19,1,1,1,1,1.2425
1,1,3,8,15,2,1,1,1.1358
1,1,2,24,11,1,1,0,0.59309
1,1,3,15,1,1,1,1,0.32042
1,1,2,9,7,2,0,0,0.50657
1,1,2,29,13,1,1,0,0.36515
1,1,2,26,7,1,0,1,0.66109
1,1,1,26,6,1,1,1,0.52977
1,1,3,15,27,2,1,0,0.53116
1,1,3,6,28,2,1,1,0.14845
1,1,3,17,10,1,0,0,0.15723
1,1,1,7,14,2,1,1,0.34975
1,1,3,26,9,1,0,0,0.68644
1,1,1,4,5,2,1,1,0.16176
1,1,2,7,16,1,1,0,0.16176
1,1,1,28,15,1,1,0,0.69779
1,1,3,19,15,1,0,0,0.70047
2,0,-1,4,27,2,0,1,0.73448
2,0,-1,23,16,1,1,0,0.42382
2,0,-1,2,15,1,0,0,0.82183
2,0,-1,25,3,1,1,1,0.56383
2,0,-1,16,15,2,0,0,0.45245
2,0,-1,23,5,1,-1,1,2.0001
2,0,-1,22,3,1,1,1,0.54378
2,0,-1,4,16,2,1,1,1.0173
2,0,-1,11,19,2,0,0,0.63915
2,0,-1,8,25,2,1,1,0.61247
2,0,-1,9,17,2,0,0,0.52983
2,0,-1,23,16,1,0,0,0.70715
2,0,-1,18,3,1,1,1,0.68584
2,0,-1,9,27,2,0,0,0.49714
2,0,-1,9,27,2,0,0,0.68382
2,0,-1,8,30,2,1,1,0.43131
2,0,-1,12,7,1,1,1,0.78047
2,0,-1,20,6,1,1,1,0.76381
2,0,-1,27,9,1,0,0,0.49979
2,0,-1,30,13,1,0,0,0.45446
2,0,3,13,19,2,1,0,0.38714
2,0,1,2,17,2,1,1,0.41848
2,0,3,30,10,1,0,0,1.2085
2,0,2,1,11,1,0,0,0.39848
2,0,3,10,17,2,1,0,0.71735
2,0,1,20,11,1,0,0,0.39929
2,0,3,24,2,1,1,1,0.5258
2,0,1,30,14,1,0,0,0.36785
2,0,2,32,8,1,1,1,0.62393
2,0,1,31,13,1,0,0,0.34179
2,0,3,28,7,1,1,1,0.54247
2,0,1,26,15,1,1,0,0.66389
2,0,1,9,5,1,1,1,0.47583
2,0,3,19,3,1,1,1,0.45527
2,0,3,20,9,1,0,0,0.51593
2,0,2,3,8,1,1,1,0.46179
2,0,1,8,14,1,0,0,0.30584
2,0,3,31,8,1,1,1,0.45246
2,0,2,29,2,1,1,1,0.36913
2,0,3,13,8,1,1,1,0.52914
2,0,1,5,31,2,1,1,0.6591
2,0,3,19,4,1,0,1,0.48785
2,0,2,27,1,1,1,1,0.4912
2,0,1,21,11,1,0,0,0.37453
2,0,2,18,12,1,0,0,0.93447
2,0,1,22,6,1,1,1,0.53582
2,0,2,25,15,1,0,0,0.70515
2,0,3,16,14,1,0,0,0.33182
2,0,1,17,14,1,0,0,0.34119
2,0,3,21,13,1,0,0,0.76649
2,0,2,12,31,2,1,0,0.28719
2,0,3,18,10,1,0,0,0.45049
2,0,1,10,16,1,0,0,0.44715
2,0,3,7,8,1,1,1,0.59648
2,0,1,14,10,2,0,0,0.57179
2,0,2,6,29,2,1,1,0.46782
2,0,3,15,4,1,1,1,0.63985
2,0,2,20,10,1,0,0,0.34116
2,0,3,8,4,1,0,1,0.87045
2,0,1,14,17,2,0,0,1.4505
2,0,1,9,26,2,1,0,0.59126
2,0,1,30,8,1,1,1,0.63847
2,0,2,8,15,2,1,1,0.57182
2,0,2,17,8,1,1,1,0.87583
2,0,2,22,6,1,1,1,0.68784
2,0,3,2,29,2,1,1,0.55517
2,0,3,26,5,1,1,1,0.70786
2,0,2,22,12,1,0,0,0.68648
2,0,1,21,13,1,0,0,0.71384
2,0,3,29,6,1,1,1,0.6358
2,0,3,7,1,2,1,1,0.41717
2,0,2,16,29,2,0,0,0.45514
2,0,2,20,13,1,0,0,0.55578
2,0,2,6,8,2,1,1,0.56452
2,0,1,16,6,2,0,0,0.49248
2,0,3,17,1,1,1,1,0.47983
2,0,3,2,3,2,1,1,0.22784
2,0,1,27,12,1,0,0,0.2018
2,0,1,22,16,1,0,0,0.31247
2,0,2,26,7,1,1,1,0.35523
2,0,3,3,5,1,1,1,0.50779
2,0,2,27,1,1,1,1,0.34252
2,0,2,17,11,1,0,0,0.26383
2,0,2,10,14,1,0,0,0.30047
2,0,3,6,4,1,1,1,0.53516
2,0,1,16,11,2,1,0,0.67263
2,0,3,2,24,2,1,1,0.37249
2,0,1,14,18,2,0,0,0.28446
2,0,3,14,32,2,0,0,0.51985
2,0,1,23,9,1,0,0,0.28994
2,0,3,22,3,1,1,1,0.58118
2,0,3,6,2,2,1,1,0.46852
2,0,3,22,6,1,1,1,0.24847
2,0,2,32,14,1,0,0,0.18122
2,0,2,13,7,1,1,1,0.48535
2,0,2,4,19,2,1,1,0.41649
2,0,1,13,19,2,0,0,0.51075
2,0,1,10,20,2,0,0,0.21646
2,0,1,27,12,1,1,0,0.26248
